reaction	reactant	product	type
R07976	C07130	C16358	kegg
R07977	C13747	C16356	kegg
R07978	C07480	C16360	kegg
R07980	C07481	C16361	kegg
R07981	C16361	C16362	kegg
R07982	C16362	C16364	kegg
R07982	C16362	C16363	kegg
R07982	C16362	C00048	kegg
R11153	C16361	C21144	kegg
R00139	C11038	C11039	kegg
R00140	C11038	C03997	kegg
R00155	C00015	C00105	kegg
R00156	C00015	C00075	kegg
R00158	C00105	C00015	kegg
R00159	C00075	C00015	kegg
R00287	C00029	C00105	kegg
R00510	C00055	C00380	kegg
R00510	C00055	C00117	kegg
R00511	C00055	C00475	kegg
R00512	C00055	C00112	kegg
R00513	C00475	C00055	kegg
R00514	C00112	C00055	kegg
R00515	C00063	C00055	kegg
R00516	C00075	C00055	kegg
R00516	C00475	C00055	kegg
R00517	C00044	C00035	kegg
R00517	C00044	C00055	kegg
R00517	C00475	C00035	kegg
R00517	C00475	C00055	kegg
R00568	C00063	C00075	kegg
R00569	C00063	C00112	kegg
R00570	C00112	C00063	kegg
R00571	C00075	C00063	kegg
R00573	C00075	C00063	kegg
R00575	C00288	C00169	kegg
R00662	C00075	C00105	kegg
R00905	C02642	C00099	kegg
R00962	C00081	C00104	kegg
R00962	C00081	C00055	kegg
R00962	C00475	C00104	kegg
R00962	C00475	C00055	kegg
R00963	C00105	C00299	kegg
R00964	C00299	C00105	kegg
R00965	C01103	C00105	kegg
R00966	C00105	C00106	kegg
R00966	C00105	C00119	kegg
R00967	C00075	C00105	kegg
R00967	C00299	C00105	kegg
R00968	C00044	C00035	kegg
R00968	C00044	C00105	kegg
R00968	C00299	C00035	kegg
R00968	C00299	C00105	kegg
R00969	C06198	C00075	kegg
R00969	C06198	C00105	kegg
R00970	C00081	C00104	kegg
R00970	C00081	C00105	kegg
R00970	C00299	C00104	kegg
R00970	C00299	C00105	kegg
R00974	C00380	C00106	kegg
R00976	C00106	C00813	kegg
R00977	C00429	C00106	kegg
R00978	C00429	C00106	kegg
R01055	C00106	C01168	kegg
R01055	C00117	C01168	kegg
R01080	C00299	C00106	kegg
R01080	C00299	C00121	kegg
R01397	C00169	C00438	kegg
R01397	C00049	C00438	kegg
R01411	C02376	C00178	kegg
R01413	C00178	C05281	kegg
R01415	C21028	C00178	kegg
R01548	C00131	C00206	kegg
R01548	C00131	C00055	kegg
R01548	C00475	C00206	kegg
R01548	C00475	C00055	kegg
R01549	C00131	C00206	kegg
R01549	C00131	C00105	kegg
R01549	C00299	C00206	kegg
R01549	C00299	C00105	kegg
R01567	C00214	C00364	kegg
R01569	C00364	C00214	kegg
R01570	C00214	C00178	kegg
R01570	C00214	C00672	kegg
R01663	C00239	C00365	kegg
R01664	C00239	C00881	kegg
R01665	C00239	C00705	kegg
R01666	C00881	C00239	kegg
R01667	C00705	C00239	kegg
R01668	C00458	C00239	kegg
R01669	C00143	C00101	kegg
R01669	C00143	C03997	kegg
R01669	C00239	C00101	kegg
R01669	C00239	C03997	kegg
R01867	C00337	C00295	kegg
R01867	C00122	C00295	kegg
R01868	C00337	C00295	kegg
R01869	C00337	C00295	kegg
R01870	C01103	C00295	kegg
R01870	C01103	C00119	kegg
R01876	C00299	C00106	kegg
R01876	C00299	C00620	kegg
R01877	C01368	C00299	kegg
R01878	C00475	C00299	kegg
R01880	C00286	C00361	kegg
R01880	C00286	C00105	kegg
R01880	C00299	C00361	kegg
R01880	C00299	C00105	kegg
R01993	C00337	C00438	kegg
R02022	C00458	C00063	kegg
R02023	C00460	C00075	kegg
R02024	C00705	C00112	kegg
R02091	C00286	C00361	kegg
R02091	C00286	C00055	kegg
R02091	C00475	C00361	kegg
R02091	C00475	C00055	kegg
R02092	C00363	C00364	kegg
R02093	C00363	C00459	kegg
R02094	C00364	C00363	kegg
R02095	C00459	C00363	kegg
R02096	C00459	C00055	kegg
R02096	C00475	C00055	kegg
R02097	C00459	C00105	kegg
R02097	C00299	C00105	kegg
R02098	C00365	C01346	kegg
R02099	C00526	C00365	kegg
R02100	C00460	C00365	kegg
R02101	C00365	C00415	kegg
R02101	C00365	C00364	kegg
R02101	C00143	C00415	kegg
R02101	C00143	C00364	kegg
R02102	C00365	C00526	kegg
R02137	C00475	C00380	kegg
R02137	C00475	C00121	kegg
R02139	C00813	C15607	kegg
R02269	C00429	C02642	kegg
R02296	C00475	C00380	kegg
R02296	C00475	C00620	kegg
R02325	C00458	C00460	kegg
R02326	C00705	C00458	kegg
R02327	C00458	C00705	kegg
R02327	C00458	C00105	kegg
R02327	C00299	C00705	kegg
R02327	C00299	C00105	kegg
R02330	C00460	C01346	kegg
R02331	C01346	C00460	kegg
R02332	C00460	C01346	kegg
R02332	C00460	C00105	kegg
R02332	C00299	C01346	kegg
R02332	C00299	C00105	kegg
R02370	C05822	C00475	kegg
R02371	C00458	C00705	kegg
R02371	C00458	C00055	kegg
R02371	C00475	C00705	kegg
R02371	C00475	C00055	kegg
R02372	C00460	C01346	kegg
R02372	C00460	C00055	kegg
R02372	C00475	C01346	kegg
R02372	C00475	C00055	kegg
R02484	C00526	C00106	kegg
R02484	C00526	C00672	kegg
R02485	C00881	C00526	kegg
R02806	C00214	C00178	kegg
R03055	C21028	C21029	kegg
R03315	C02067	C01168	kegg
R03538	C02355	C01368	kegg
R03929	C02354	C05822	kegg
R04666	C21029	C01205	kegg
R06613	C00143	C00101	kegg
R06613	C00143	C00364	kegg
R06613	C00365	C00101	kegg
R06613	C00365	C00364	kegg
R07307	C00458	C00365	kegg
R07629	C15607	C00383	kegg
R07629	C15607	C00086	kegg
R09289	C01013	C00222	kegg
R09936	C00106	C20231	kegg
R09936	C00106	C00061	kegg
R09936	C01847	C20231	kegg
R09936	C01847	C00061	kegg
R09947	C20231	C20249	kegg
R09947	C20231	C01563	kegg
R09982	C20249	C20253	kegg
R09983	C20253	C00222	kegg
R10777	C05281	C20846	kegg
R10778	C20846	C02170	kegg
R10778	C20846	C00086	kegg
R11026	C21028	C00178	kegg
R11323	C00459	C00364	kegg
R11635	C00075	C00460	kegg
R11636	C00063	C00458	kegg
R00093	C00025	C00064	kegg
R00114	C00025	C00064	kegg
R00261	C00025	C00334	kegg
R00269	C00940	C00026	kegg
R00348	C02362	C00036	kegg
R00357	C00049	C00036	kegg
R00369	C00041	C00037	kegg
R00396	C00041	C00022	kegg
R00397	C00049	C00041	kegg
R00400	C00041	C00049	kegg
R00400	C00036	C00049	kegg
R00483	C00049	C00152	kegg
R00484	C00438	C00049	kegg
R00485	C00152	C00049	kegg
R00487	C00049	C01042	kegg
R00488	C01042	C00049	kegg
R00490	C00049	C00122	kegg
R00576	C00064	C00940	kegg
R00578	C00049	C00152	kegg
R00707	C03912	C00025	kegg
R00708	C03912	C00025	kegg
R00713	C00232	C00042	kegg
R00714	C00232	C00042	kegg
R00768	C00085	C00352	kegg
R01346	C00152	C02362	kegg
R01648	C00334	C00232	kegg
R10178	C00334	C00232	kegg
R10178	C00334	C00041	kegg
R10677	C00158	C20775	kegg
R10678	C01042	C12270	kegg
R10687	C12270	C01042	kegg
R10688	C20776	C12270	kegg
R10693	C12270	C20776	kegg
R04060	C02811	C03206	kegg
R05459	C06570	C03206	kegg
R05459	C06570	C01080	kegg
R05459	C00876	C03206	kegg
R05459	C00876	C01080	kegg
R05462	C06628	C06627	kegg
R05463	C06629	C06628	kegg
R09189	C18295	C06629	kegg
R09190	C06629	C06627	kegg
R09191	C06654	C02811	kegg
R09192	C06624	C18296	kegg
R09192	C06624	C01080	kegg
R09192	C00876	C18296	kegg
R09192	C00876	C01080	kegg
R09197	C06627	C06654	kegg
R09198	C03206	C18296	kegg
R11449	C06570	C21391	kegg
R11478	C06570	C06571	kegg
R11478	C00698	C06571	kegg
R11525	C06624	C21438	kegg
R11526	C06571	C21439	kegg
R03111	C00961	C03686	kegg
R03112	C03683	C00961	kegg
R09756	C20504	C20503	kegg
R10224	C20453	C20452	kegg
R10307	C20445	C03944	kegg
R10309	C20499	C20452	kegg
R10310	C20500	C20502	kegg
R10317	C20499	C20500	kegg
R10319	C03686	C06800	kegg
R10319	C03686	C00132	kegg
R10320	C03944	C16753	kegg
R10320	C03944	C00132	kegg
R10398	C20506	C20508	kegg
R10399	C20506	C20505	kegg
R10400	C20508	C20507	kegg
R10401	C20505	C20507	kegg
R10402	C20507	C20575	kegg
R10403	C20444	C20445	kegg
R10475	C20502	C20574	kegg
R10476	C20574	C20503	kegg
R10477	C20503	C20505	kegg
R10478	C20504	C20506	kegg
R10479	C20575	C20583	kegg
R10480	C20575	C20444	kegg
R10481	C20583	C03683	kegg
R10482	C03944	C16754	kegg
R10483	C03686	C16755	kegg
R00220	C00065	C00022	kegg
R00366	C00037	C00048	kegg
R00367	C00037	C00213	kegg
R00371	C00037	C03508	kegg
R00372	C00037	C00048	kegg
R00480	C00049	C03082	kegg
R00565	C00062	C00077	kegg
R00565	C00062	C00581	kegg
R00582	C01005	C00065	kegg
R00585	C00065	C00168	kegg
R00585	C00065	C00041	kegg
R00588	C00065	C00168	kegg
R00588	C00048	C00168	kegg
R00610	C00213	C00037	kegg
R00751	C00188	C00084	kegg
R00830	C00091	C00430	kegg
R00891	C00065	C00097	kegg
R00945	C00143	C00101	kegg
R00945	C00143	C00065	kegg
R00996	C00188	C00109	kegg
R01001	C02291	C00097	kegg
R01001	C02291	C00109	kegg
R01022	C00114	C00576	kegg
R01025	C00114	C00576	kegg
R01290	C00065	C02291	kegg
R01290	C00155	C02291	kegg
R01388	C00258	C00168	kegg
R01392	C00258	C00168	kegg
R01465	C00188	C03508	kegg
R01466	C01102	C00188	kegg
R01511	C00197	C00258	kegg
R01513	C00197	C03232	kegg
R01514	C00258	C00197	kegg
R01564	C01026	C00213	kegg
R01565	C01026	C00213	kegg
R01565	C01026	C00143	kegg
R01565	C00101	C00213	kegg
R01565	C00101	C00143	kegg
R01566	C00300	C00213	kegg
R01566	C00300	C00086	kegg
R01771	C00263	C01102	kegg
R01773	C00263	C00441	kegg
R01775	C00263	C00441	kegg
R01800	C00065	C00055	kegg
R01883	C00581	C00300	kegg
R02291	C00441	C03082	kegg
R02529	C01888	C00546	kegg
R02565	C00576	C00719	kegg
R02566	C00576	C00719	kegg
R02722	C00065	C00078	kegg
R02722	C00065	C00118	kegg
R02722	C03506	C00078	kegg
R02722	C03506	C00118	kegg
R02821	C00719	C01026	kegg
R02821	C00155	C01026	kegg
R03758	C01888	C03508	kegg
R03759	C03194	C01888	kegg
R04125	C00101	C00143	kegg
R04173	C01005	C03232	kegg
R06977	C00441	C03283	kegg
R06978	C03283	C06442	kegg
R06979	C06442	C06231	kegg
R07244	C01026	C00719	kegg
R07409	C00114	C00576	kegg
R07650	C03283	C00986	kegg
R08211	C00576	C00719	kegg
R08557	C00114	C00576	kegg
R08558	C00114	C00576	kegg
R09800	C06231	C19929	kegg
R09801	C19929	C03283	kegg
R09805	C00441	C00049	kegg
R10060	C00037	C01026	kegg
R10061	C00213	C00719	kegg
R12787	C00719	C01026	kegg
R03072	C01739	C00170	kegg
R03072	C01739	C00927	kegg
R04198	C03972	C20258	kegg
R04199	C03972	C20258	kegg
R04364	C03972	C05539	kegg
R06626	C03590	C12323	kegg
R06626	C03590	C01179	kegg
R06626	C00082	C12323	kegg
R06626	C00082	C01179	kegg
R06632	C01179	C03198	kegg
R06633	C03198	C03590	kegg
R10147	C00441	C20258	kegg
R10880	C12323	C17355	kegg
R10880	C12323	C20910	kegg
R10880	C00062	C17355	kegg
R10880	C00062	C20910	kegg
R10880	C00065	C17355	kegg
R10880	C00065	C20910	kegg
R10881	C17355	C00170	kegg
R10884	C05539	C20911	kegg
R10885	C20911	C20912	kegg
R10886	C20912	C20913	kegg
R10887	C20913	C20914	kegg
R10888	C20914	C20915	kegg
R10888	C00188	C20915	kegg
R10889	C20915	C20916	kegg
R10890	C20916	C20917	kegg
R10891	C20917	C20918	kegg
R10891	C20917	C00188	kegg
R10892	C20918	C20917	kegg
R10892	C00188	C20917	kegg
R10893	C20918	C20921	kegg
R10894	C20918	C20920	kegg
R10895	C20917	C20919	kegg
R10903	C17355	C01739	kegg
R00177	C00019	C00073	kegg
R00178	C00019	C01137	kegg
R00179	C00019	C01234	kegg
R00192	C00021	C00212	kegg
R00194	C00021	C03539	kegg
R00586	C00065	C00979	kegg
R00590	C00065	C02218	kegg
R00648	C00073	C01180	kegg
R00650	C00155	C00073	kegg
R00651	C01077	C00073	kegg
R00653	C03145	C00073	kegg
R00654	C00073	C00409	kegg
R00863	C00606	C00041	kegg
R00863	C00606	C09306	kegg
R00892	C00097	C00491	kegg
R00893	C00097	C00606	kegg
R00895	C00097	C00957	kegg
R00896	C00097	C00957	kegg
R00897	C00979	C00097	kegg
R00900	C00097	C05526	kegg
R00901	C00097	C00506	kegg
R00901	C00094	C00506	kegg
R00946	C00440	C00101	kegg
R00946	C00155	C00101	kegg
R00997	C01234	C00109	kegg
R00999	C01118	C00109	kegg
R01113	C00491	C00127	kegg
R01113	C00491	C00097	kegg
R01286	C02291	C00155	kegg
R01287	C01077	C00155	kegg
R01288	C01118	C00155	kegg
R01291	C03539	C11838	kegg
R01291	C03539	C00155	kegg
R01292	C01817	C00155	kegg
R01292	C01817	C00127	kegg
R01401	C00170	C00147	kegg
R01401	C00170	C03089	kegg
R01402	C00170	C00147	kegg
R01402	C00170	C04188	kegg
R01776	C00263	C01077	kegg
R01777	C00091	C01118	kegg
R01777	C00263	C01118	kegg
R01920	C01137	C00170	kegg
R01920	C01137	C00315	kegg
R01920	C00134	C00170	kegg
R01920	C00134	C00315	kegg
R02026	C01077	C00155	kegg
R02026	C01077	C00094	kegg
R02026	C00320	C00155	kegg
R02026	C00320	C00094	kegg
R02408	C00491	C01962	kegg
R02409	C00491	C05824	kegg
R02409	C00491	C00097	kegg
R02409	C00059	C05824	kegg
R02409	C00059	C00097	kegg
R02433	C00506	C05528	kegg
R02618	C00606	C05527	kegg
R02619	C00606	C05527	kegg
R02869	C01137	C00170	kegg
R02869	C01137	C00750	kegg
R02869	C00315	C00170	kegg
R02869	C00315	C00750	kegg
R03104	C05823	C00957	kegg
R03132	C00979	C05824	kegg
R03132	C00320	C05824	kegg
R03217	C01077	C02291	kegg
R03217	C00097	C02291	kegg
R03260	C01118	C02291	kegg
R03260	C00097	C02291	kegg
R04143	C03089	C04188	kegg
R04405	C04489	C04144	kegg
R04405	C00155	C04144	kegg
R04420	C04188	C04582	kegg
R04860	C05526	C05824	kegg
R04860	C00059	C05824	kegg
R04861	C05527	C00094	kegg
R05693	C11499	C05528	kegg
R07214	C01234	C06547	kegg
R07214	C01234	C00177	kegg
R07214	C01234	C05422	kegg
R07214	C00072	C06547	kegg
R07214	C00072	C00177	kegg
R07214	C00072	C05422	kegg
R07274	C01005	C00097	kegg
R07363	C15606	C08276	kegg
R07363	C15606	C00237	kegg
R07364	C15606	C01180	kegg
R07392	C04582	C15650	kegg
R07393	C15650	C15651	kegg
R07394	C15651	C15606	kegg
R07395	C15650	C15606	kegg
R07396	C01180	C00073	kegg
R08699	C02218	C00506	kegg
R08699	C02218	C00054	kegg
R08699	C00053	C00506	kegg
R08699	C00053	C00054	kegg
R09660	C00170	C19787	kegg
R09668	C19787	C00262	kegg
R09668	C19787	C04188	kegg
R10305	C00979	C02291	kegg
R10305	C00155	C02291	kegg
R10404	C00019	C00021	kegg
R10409	C05824	C00097	kegg
R10409	C05824	C00094	kegg
R10991	C02356	C00109	kegg
R10992	C00041	C02356	kegg
R10992	C00109	C02356	kegg
R10993	C02356	C21015	kegg
R10994	C21015	C21016	kegg
R12055	C00331	C01180	kegg
R12055	C00331	C00078	kegg
R12092	C01005	C05824	kegg
R12092	C00320	C05824	kegg
R12342	C00065	C01005	kegg
R12505	C00441	C00155	kegg
R12507	C01180	C00940	kegg
R00410	C00091	C00332	kegg
R00410	C00164	C00332	kegg
R00922	C00349	C00100	kegg
R00927	C00100	C03344	kegg
R01088	C00123	C00233	kegg
R01090	C00123	C00233	kegg
R01214	C00183	C00141	kegg
R01357	C00164	C00332	kegg
R01360	C00356	C00164	kegg
R01434	C00183	C00141	kegg
R01859	C00100	C00683	kegg
R01859	C00288	C00683	kegg
R01978	C00356	C00332	kegg
R02050	C01205	C00349	kegg
R02050	C01205	C00041	kegg
R02085	C00356	C03231	kegg
R02197	C00407	C00671	kegg
R02199	C00407	C00671	kegg
R02661	C00630	C03460	kegg
R02764	C00683	C02170	kegg
R04095	C02939	C03069	kegg
R04137	C05998	C03069	kegg
R04138	C03069	C03231	kegg
R04138	C00288	C03231	kegg
R04203	C04405	C03344	kegg
R04204	C04405	C03345	kegg
R04224	C03460	C06000	kegg
R05064	C06000	C06001	kegg
R07160	C00141	C00630	kegg
R07599	C00141	C15976	kegg
R07599	C00068	C15976	kegg
R07600	C15976	C00068	kegg
R07601	C00233	C15974	kegg
R07601	C00068	C15974	kegg
R07602	C15974	C00068	kegg
R07603	C00671	C15978	kegg
R07603	C00068	C15978	kegg
R07604	C15978	C00068	kegg
R08566	C00233	C02939	kegg
R10759	C05998	C20827	kegg
R03493	C04675	C01291	kegg
R03494	C01920	C01291	kegg
R03494	C00288	C01291	kegg
R03581	C01500	C01499	kegg
R08084	C09849	C09848	kegg
R08086	C01499	C16461	kegg
R08087	C09848	C16462	kegg
R08088	C16462	C16464	kegg
R08089	C16464	C01920	kegg
R08090	C04675	C16466	kegg
R08091	C16466	C16470	kegg
R08092	C16470	C16468	kegg
R08093	C16468	C16469	kegg
R08094	C16469	C16471	kegg
R08095	C16471	C03069	kegg
R10125	C09849	C09848	kegg
R10308	C01500	C01499	kegg
R00226	C06010	C00022	kegg
R01213	C02504	C00141	kegg
R01215	C00183	C00141	kegg
R01215	C00183	C00041	kegg
R01652	C00233	C04236	kegg
R02196	C00407	C00671	kegg
R03968	C02504	C02631	kegg
R04001	C04411	C02631	kegg
R04426	C04411	C04236	kegg
R04440	C04272	C04181	kegg
R04441	C04272	C00141	kegg
R05068	C06007	C14463	kegg
R05069	C06006	C14463	kegg
R05070	C06007	C00671	kegg
R05071	C06010	C04181	kegg
R07399	C00022	C02612	kegg
R08648	C00109	C06006	kegg
R00271	C00024	C01251	kegg
R00715	C00449	C00047	kegg
R01934	C05662	C00322	kegg
R01939	C00956	C00322	kegg
R02315	C00449	C04076	kegg
R02733	C04390	C00666	kegg
R02734	C04421	C00666	kegg
R02788	C00692	C04877	kegg
R03098	C00956	C05560	kegg
R03444	C01251	C04002	kegg
R04336	C03871	C03972	kegg
R04365	C00091	C04462	kegg
R04365	C03972	C04462	kegg
R04371	C05662	C04002	kegg
R04467	C04390	C05539	kegg
R04475	C04421	C04462	kegg
R04617	C04877	C04882	kegg
R04617	C00993	C04882	kegg
R07613	C00666	C03972	kegg
R10010	C00047	C20277	kegg
R10011	C00047	C20278	kegg
R10011	C20277	C20278	kegg
R10012	C20278	C20279	kegg
R10013	C20279	C16138	kegg
R00447	C00047	C03239	kegg
R00449	C00047	C00990	kegg
R00452	C04020	C00047	kegg
R00454	C00047	C02727	kegg
R00458	C02727	C00047	kegg
R00461	C00047	C01142	kegg
R00462	C00047	C01672	kegg
R00716	C00449	C00047	kegg
R01171	C00136	C00877	kegg
R01365	C00136	C00246	kegg
R01365	C00136	C00332	kegg
R01365	C00164	C00246	kegg
R01365	C00164	C00332	kegg
R01620	C00227	C02727	kegg
R01620	C00047	C02727	kegg
R01933	C00322	C00527	kegg
R02201	C00408	C04092	kegg
R02203	C00408	C04092	kegg
R02204	C00408	C00450	kegg
R02205	C00408	C00450	kegg
R02273	C00990	C00431	kegg
R02274	C00431	C03273	kegg
R02276	C03087	C00431	kegg
R02313	C00449	C04076	kegg
R02401	C03273	C00489	kegg
R02488	C00527	C00877	kegg
R03030	C05231	C00877	kegg
R03102	C04076	C00956	kegg
R03103	C04076	C00956	kegg
R03275	C01142	C01186	kegg
R03283	C01149	C01181	kegg
R03284	C01149	C01259	kegg
R03349	C01186	C03656	kegg
R03378	C00044	C00035	kegg
R03378	C00044	C03366	kegg
R03378	C16741	C00035	kegg
R03378	C16741	C03366	kegg
R03451	C03793	C01259	kegg
R04029	C02727	C05548	kegg
R04142	C03087	C05548	kegg
R04174	C05548	C03239	kegg
R04175	C03239	C04092	kegg
R04687	C05161	C05825	kegg
R04688	C05161	C05825	kegg
R09738	C00136	C00877	kegg
R10270	C03366	C04076	kegg
R10564	C03656	C05231	kegg
R10564	C03656	C00164	kegg
R12214	C01672	C12455	kegg
R12215	C12455	C00431	kegg
R03062	C00916	C03112	kegg
R03063	C00916	C04712	kegg
R03064	C00916	C03112	kegg
R04870	C00956	C05556	kegg
R04870	C00183	C05556	kegg
R04870	C00097	C05556	kegg
R04872	C05556	C05557	kegg
R05229	C03112	C06565	kegg
R05230	C03112	C06568	kegg
R05230	C00169	C06568	kegg
R05302	C06568	C06569	kegg
R05303	C06566	C06569	kegg
R06361	C05557	C00956	kegg
R07400	C00916	C04712	kegg
R07401	C04712	C15666	kegg
R07402	C15666	C07756	kegg
R07402	C15666	C00489	kegg
R00111	C05933	C00533	kegg
R00111	C05933	C00327	kegg
R00239	C00025	C03287	kegg
R00245	C01165	C00025	kegg
R00411	C05931	C00042	kegg
R00554	C00062	C05945	kegg
R00558	C00062	C05933	kegg
R00559	C00062	C03078	kegg
R00562	C04137	C00062	kegg
R00563	C01682	C00062	kegg
R00566	C00062	C00179	kegg
R00667	C00077	C01165	kegg
R00670	C00077	C00134	kegg
R00671	C00077	C00148	kegg
R00832	C00091	C03296	kegg
R00832	C00062	C03296	kegg
R01151	C00134	C00555	kegg
R01152	C00436	C00134	kegg
R01154	C00134	C02714	kegg
R01155	C00134	C00555	kegg
R01156	C02714	C00134	kegg
R01157	C00179	C00134	kegg
R01157	C00179	C00086	kegg
R01246	C00148	C03564	kegg
R01248	C00148	C03912	kegg
R01249	C00148	C03564	kegg
R01251	C00148	C03912	kegg
R01252	C00148	C01157	kegg
R01253	C00148	C03912	kegg
R01416	C00179	C00436	kegg
R01563	C01043	C00213	kegg
R01617	C00223	C04498	kegg
R01617	C00179	C04498	kegg
R01881	C00300	C02305	kegg
R01884	C00791	C00300	kegg
R01914	C00315	C00986	kegg
R01914	C00315	C00555	kegg
R01915	C00315	C00986	kegg
R01915	C00315	C00555	kegg
R01986	C00555	C00334	kegg
R01987	C00334	C02946	kegg
R01989	C00062	C00077	kegg
R01989	C00062	C01035	kegg
R01989	C00334	C00077	kegg
R01989	C00334	C01035	kegg
R01990	C01035	C00334	kegg
R01990	C01035	C00086	kegg
R01991	C00135	C00884	kegg
R01991	C00334	C00884	kegg
R01992	C00884	C00334	kegg
R01992	C00884	C00135	kegg
R02549	C00555	C00334	kegg
R02575	C00581	C03166	kegg
R02922	C00791	C02565	kegg
R03177	C02647	C01035	kegg
R03178	C03771	C02647	kegg
R03180	C03078	C01035	kegg
R03187	C02565	C01043	kegg
R03249	C01110	C03564	kegg
R03290	C01157	C01877	kegg
R03291	C01157	C04281	kegg
R03292	C01157	C01877	kegg
R03293	C01157	C04281	kegg
R03295	C01157	C04281	kegg
R03313	C01165	C03287	kegg
R03314	C01165	C03912	kegg
R04025	C02714	C05936	kegg
R04189	C03296	C03415	kegg
R04217	C03415	C05932	kegg
R04374	C05147	C03564	kegg
R04443	C04281	C05938	kegg
R04444	C04281	C05947	kegg
R04445	C04281	C05947	kegg
R05049	C05932	C05931	kegg
R05050	C05936	C02946	kegg
R05051	C05947	C05938	kegg
R07414	C00134	C15699	kegg
R07419	C15767	C00334	kegg
R07420	C02305	C00791	kegg
R08197	C00062	C03771	kegg
R08197	C00062	C00041	kegg
R08714	C00134	C00555	kegg
R08714	C00134	C00041	kegg
R09076	C00750	C00315	kegg
R09076	C00750	C05665	kegg
R09077	C00315	C00134	kegg
R09077	C00315	C05665	kegg
R09079	C00134	C18172	kegg
R09079	C00441	C18172	kegg
R09080	C00986	C18174	kegg
R09080	C00441	C18174	kegg
R09081	C18172	C00315	kegg
R09082	C18174	C03375	kegg
R09255	C00406	C18325	kegg
R09255	C00179	C18325	kegg
R09256	C00223	C18326	kegg
R09256	C00134	C18326	kegg
R09257	C00406	C10497	kegg
R09257	C00134	C10497	kegg
R10507	C00148	C03912	kegg
R11604	C00062	C03771	kegg
R11712	C00062	C05933	kegg
R11713	C05933	C00327	kegg
R11713	C05933	C00533	kegg
R11819	C01157	C03912	kegg
R12085	C01165	C01250	kegg
R12706	C01682	C00062	kegg
R12707	C04137	C00062	kegg
R05357	C06657	C06658	kegg
R05357	C06657	C00086	kegg
R05465	C00118	C06655	kegg
R05465	C00062	C06655	kegg
R05466	C06656	C06657	kegg
R05467	C06655	C06656	kegg
R05468	C06658	C06659	kegg
R05469	C06659	C06660	kegg
R05470	C06660	C06661	kegg
R05471	C06661	C06662	kegg
R10415	C17367	C06669	kegg
R10485	C03912	C17366	kegg
R10556	C17366	C17367	kegg
R10736	C06669	C20817	kegg
R10736	C00097	C20817	kegg
R10737	C20817	C20818	kegg
R10738	C20818	C20819	kegg
R10739	C20819	C20820	kegg
R10740	C20820	C06664	kegg
R10741	C17399	C11755	kegg
R10742	C11755	C20815	kegg
R10743	C20819	C17368	kegg
R10744	C17368	C06664	kegg
R10745	C06664	C17377	kegg
R10746	C20816	C17399	kegg
R10747	C00010	C01134	kegg
R10748	C01134	C00831	kegg
R10749	C20821	C20813	kegg
R10749	C00831	C20813	kegg
R10751	C00053	C00054	kegg
R10751	C00053	C20814	kegg
R10751	C17373	C00054	kegg
R10751	C17373	C20814	kegg
R10752	C20814	C20816	kegg
R10752	C20814	C00864	kegg
R10753	C20818	C20822	kegg
R10754	C20822	C20823	kegg
R10755	C20823	C20819	kegg
R10756	C20822	C17369	kegg
R11141	C21138	C21139	kegg
R11661	C21571	C21572	kegg
R11662	C21570	C21565	kegg
R11662	C21572	C21565	kegg
R11663	C21573	C21574	kegg
R11664	C02679	C21573	kegg
R11666	C21573	C21574	kegg
R11667	C00065	C21568	kegg
R11668	C21568	C21569	kegg
R11669	C21568	C21569	kegg
R11670	C21569	C21570	kegg
R11672	C21139	C21571	kegg
R11673	C21570	C12023	kegg
R11673	C21574	C12023	kegg
R00069	C05565	C03680	kegg
R00254	C00025	C05829	kegg
R00270	C00026	C05572	kegg
R00525	C01045	C00058	kegg
R00526	C01044	C00049	kegg
R01071	C02739	C00119	kegg
R01159	C00135	C01152	kegg
R01161	C00135	C03277	kegg
R01163	C01929	C00135	kegg
R01164	C00135	C00386	kegg
R01164	C00099	C00386	kegg
R01166	C00386	C00099	kegg
R01166	C00386	C00135	kegg
R01167	C00135	C00388	kegg
R01168	C00135	C00785	kegg
R01169	C00135	C05575	kegg
R02144	C00386	C01262	kegg
R02150	C00388	C05130	kegg
R02152	C00388	C05135	kegg
R02155	C00388	C05127	kegg
R02285	C00439	C00488	kegg
R02286	C00439	C01045	kegg
R02287	C00664	C00101	kegg
R02287	C00664	C00439	kegg
R02288	C03680	C00439	kegg
R02914	C03680	C00785	kegg
R03012	C00860	C01929	kegg
R03013	C01100	C00860	kegg
R03188	C03409	C01044	kegg
R03243	C01100	C01267	kegg
R03286	C01152	C01262	kegg
R03286	C00099	C01262	kegg
R03288	C01262	C00099	kegg
R03288	C01262	C01152	kegg
R03457	C04666	C01267	kegg
R04035	C02739	C02741	kegg
R04037	C02741	C04896	kegg
R04065	C05130	C02835	kegg
R04066	C02835	C05133	kegg
R04068	C02835	C04437	kegg
R04068	C00119	C04437	kegg
R04214	C03409	C05133	kegg
R04282	C03680	C16674	kegg
R04283	C03680	C05572	kegg
R04479	C04437	C05131	kegg
R04558	C04916	C04666	kegg
R04558	C04916	C04677	kegg
R04640	C04896	C04916	kegg
R04674	C05127	C05827	kegg
R04874	C03277	C05130	kegg
R04875	C05565	C05829	kegg
R04876	C03277	C05568	kegg
